time,sub_dt,phase,collision_started,rebound_mode,active_contact_count,pair_contact_count,wall_contact_count,bond_contact_count,current_area,current_J,max_area_in,max_area_out,max_J_in,max_J_out,step_turn_area,step_max_turn_area,step_max_turn_sweep,p0_x,p0_y,p0_vx,p0_vy,p0_px,p0_py,p0_internal_p,p0_radius,p0_mass,p1_x,p1_y,p1_vx,p1_vy,p1_px,p1_py,p1_internal_p,p1_radius,p1_mass,p2_x,p2_y,p2_vx,p2_vy,p2_px,p2_py,p2_internal_p,p2_radius,p2_mass,p3_x,p3_y,p3_vx,p3_vy,p3_px,p3_py,p3_internal_p,p3_radius,p3_mass,bookkeeping_internal
7.879000000000966,0.001,inbound,1,0,1,1,0,0,2.3192036952522643e-07,1.1596018476261322e-11,2.3192036952522643e-07,0.0,1.1596018476261322e-11,0.0,0.0,0.0,0.0,0.31210000000009047,-1.1016389189128585e-14,-0.09999999999637967,-1.1016389189128584e-11,-0.09999999999637967,-1.1016389189128584e-11,0.0,1.0,1.0,-0.31210000000009047,1.9000000000000112,0.09999999999637967,1.1016389189128584e-11,0.09999999999637967,1.1016389189128584e-11,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0
7.880000000000966,0.001,inbound,1,0,1,1,0,0,1.2072441264061873e-06,6.036220632030936e-11,1.2072441264061873e-06,0.0,6.036220632030936e-11,0.0,1.5006287887999018e-06,1.5006287887999018e-06,9.500592618381454e-05,0.3120000000001129,-7.937955798789246e-14,-0.09999999997753974,-6.836316879876389e-11,-0.09999999997753974,-6.836316879876389e-11,0.0,1.0,1.0,-0.3120000000001129,1.9000000000000796,0.09999999997753974,6.836316879876389e-11,0.09999999997753974,6.836316879876389e-11,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0
7.881000000000967,0.001,inbound,1,0,1,1,0,0,2.5980407368023095e-06,1.299020368401155e-10,2.5980407368023095e-06,0.0,1.299020368401155e-10,0.0,2.122656492657238e-06,2.122656492657238e-06,9.501185719391329e-05,0.3119000000001759,-2.7115928865205067e-13,-0.09999999993700714,-1.9177973066415822e-10,-0.09999999993700714,-1.9177973066415822e-10,0.0,1.0,1.0,-0.3119000000001759,1.9000000000002715,0.09999999993700714,1.9177973066415822e-10,0.09999999993700714,1.9177973066415822e-10,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0
7.882000000000967,0.001,inbound,1,0,1,1,0,0,4.303445543904494e-06,2.1517227719522471e-10,4.303445543904494e-06,0.0,2.1517227719522471e-10,0.0,2.599810290705213e-06,2.599810290705213e-06,9.501778704377343e-05,0.31180000000030605,-6.673750072583045e-13,-0.09999999986988758,-3.962157186062538e-10,-0.09999999986988758,-3.962157186062538e-10,0.0,1.0,1.0,-0.31180000000030605,1.9000000000006676,0.09999999986988758,3.962157186062538e-10,0.09999999986988758,3.962157186062538e-10,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0
7.883000000000967,0.001,inbound,1,0,1,1,0,0,6.273041599384743e-06,3.1365207996923716e-10,6.273041599384743e-06,0.0,3.1365207996923716e-10,0.0,3.0019852471136584e-06,3.0019852471136584e-06,9.502371573289541e-05,0.311700000000534,-1.3616020396003466e-12,-0.09999999977207713,-6.942270323420422e-10,-0.09999999977207713,-6.942270323420422e-10,0.0,1.0,1.0,-0.311700000000534,1.900000000001362,0.09999999977207713,6.942270323420422e-10,0.09999999977207713,6.942270323420422e-10,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0
7.884000000000968,0.001,inbound,1,0,1,1,0,0,8.474878966560628e-06,4.2374394832803145e-10,8.474878966560628e-06,0.0,4.2374394832803145e-10,0.0,3.356244328131954e-06,3.356244328131954e-06,9.502964326072411e-05,0.311600000000894,-2.458454901254036e-12,-0.09999999963997348,-1.0968528616536895e-09,-0.09999999963997348,-1.0968528616536895e-09,0.0,1.0,1.0,-0.311600000000894,1.9000000000024588,0.09999999963997348,1.0968528616536895e-09,0.09999999963997348,1.0968528616536895e-09,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0
7.885000000000968,0.001,inbound,1,0,1,1,0,0,1.088632889115898e-05,5.44316444557949e-10,1.088632889115898e-05,0.0,5.44316444557949e-10,0.0,3.6764650169725188e-06,3.6764650169725188e-06,9.50355696266489e-05,0.31150000000142364,-4.07251324376238e-12,-0.09999999947033009,-1.6140583425083435e-09,-0.09999999947033009,-1.6140583425083435e-09,0.0,1.0,1.0,-0.31150000000142364,1.9000000000040729,0.09999999947033009,1.6140583425083435e-09,0.09999999947033009,1.6140583425083435e-09,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0
7.886000000000968,0.001,inbound,1,0,1,1,0,0,1.3490261633053446e-05,6.745130816526724e-10,1.3490261633053446e-05,0.0,6.745130816526724e-10,0.0,3.9708906167829085e-06,3.9708906167829085e-06,9.504149483000363e-05,0.31140000000216345,-6.32750893059509e-12,-0.0999999992601701,-2.2549956868327095e-09,-0.0999999992601701,-2.2549956868327095e-09,0.0,1.0,1.0,-0.31140000000216345,1.900000000006328,0.0999999992601701,2.2549956868327095e-09,0.0999999992601701,2.2549956868327095e-09,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0
7.887000000000969,0.001,inbound,1,0,1,1,0,0,1.6273117500638368e-05,8.136558750319184e-10,1.6273117500638368e-05,0.0,8.136558750319184e-10,0.0,4.24489193873508e-06,4.24489193873508e-06,9.504741887017772e-05,0.3113000000031567,-9.35568263350543e-12,-0.09999999900673048,-3.0281737029103405e-09,-0.09999999900673048,-3.0281737029103405e-09,0.0,1.0,1.0,-0.3113000000031567,1.9000000000093562,0.09999999900673048,3.0281737029103405e-09,0.09999999900673048,3.0281737029103405e-09,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0
7.888000000000969,0.001,inbound,1,0,1,1,0,0,1.922381157416775e-05,9.611905787083876e-10,1.922381157416775e-05,0.0,9.611905787083876e-10,0.0,4.502199533201528e-06,4.502199533201528e-06,9.505334174661602e-05,0.3112000000044493,-1.3297257934707137e-11,-0.0999999987074232,-3.9415753012017074e-09,-0.0999999987074232,-3.9415753012017074e-09,0.0,1.0,1.0,-0.3112000000044493,1.9000000000132977,0.0999999987074232,3.9415753012017074e-09,0.0999999987074232,3.9415753012017074e-09,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0
