frame_index,time,frame_dt,substeps,sub_dt,simulation_wall_ms,active_contact_count,pair_contact_count,wall_contact_count,bond_contact_count,collision_complete,frame_wall_ms,render_wall_ms
0,0.005,0.005,5,0.001,0.05050003528594971,0,0,0,0,0,18.699599895626307,18.649099860340357
1,0.01,0.005,5,0.001,0.05259993486106396,0,0,0,0,0,13.725199969485402,13.672600034624338
2,0.015,0.005,5,0.001,0.05029980093240738,0,0,0,0,0,17.176999943330884,17.126700142398477
3,0.02,0.005,5,0.001,0.14779996126890182,0,0,0,0,0,17.305599991232157,17.157800029963255
4,0.025,0.005,5,0.001,0.04840013571083546,0,0,0,0,0,15.625700121745467,15.577299986034632
5,0.030000000000000002,0.005,5,0.001,0.04820013418793678,0,0,0,0,0,17.341999802738428,17.29379966855049
6,0.035,0.005,5,0.001,0.04820013418793678,0,0,0,0,0,15.6526998616755,15.604499727487564
7,0.04,0.005,5,0.001,0.05339994095265865,0,0,0,0,0,16.84900000691414,16.79560006596148
8,0.045,0.005,5,0.001,0.052900053560733795,0,0,0,0,0,17.867099959403276,17.814199905842543
9,0.049999999999999996,0.005,5,0.001,0.05239993333816528,0,0,0,0,0,16.218600096181035,16.16620016284287
10,0.05499999999999999,0.005,5,0.001,0.046800123527646065,0,0,0,0,0,16.544600017368793,16.497799893841147
11,0.05999999999999999,0.005,5,0.001,0.04390021786093712,0,0,0,0,0,16.781499842181802,16.737599624320865
12,0.06499999999999999,0.005,5,0.001,0.05070003680884838,0,0,0,0,0,16.020199982449412,15.969499945640564
13,0.06999999999999999,0.005,5,0.001,0.04970002919435501,0,0,0,0,0,16.579399816691875,16.52969978749752
14,0.075,0.005,5,0.001,0.0467000063508749,0,0,0,0,0,16.60630013793707,16.559600131586194
15,0.08,0.005,5,0.001,0.04700012505054474,0,0,0,0,0,17.042999854311347,16.995999729260802
16,0.085,0.005,5,0.001,0.04759989678859711,0,0,0,0,0,14.938100008293986,14.89050011150539
17,0.09000000000000001,0.005,5,0.001,0.03809994086623192,0,0,0,0,0,16.51860005222261,16.480500111356378
18,0.09500000000000001,0.005,5,0.001,0.05810009315609932,0,0,0,0,0,18.22090009227395,18.16279999911785
19,0.10000000000000002,0.005,5,0.001,0.04710000939667225,0,0,0,0,0,15.654799994081259,15.607699984684587
20,0.10500000000000002,0.005,5,0.001,0.046800123527646065,0,0,0,0,0,15.699300216510892,15.652500092983246
21,0.11000000000000003,0.005,5,0.001,0.05250005051493645,0,0,0,0,0,16.58830000087619,16.535799950361252
22,0.11500000000000003,0.005,5,0.001,0.05269981920719147,0,0,0,0,0,18.93060002475977,18.877900205552578
23,0.12000000000000004,0.005,5,0.001,0.04930002614855766,0,0,0,0,0,15.740200178697705,15.690900152549148
24,0.12500000000000003,0.005,5,0.001,0.048900023102760315,0,0,0,0,0,17.389100044965744,17.340200021862984
25,0.13000000000000003,0.005,5,0.001,0.0467000063508749,0,0,0,0,0,16.714799916371703,16.66809991002083
