wx,wy,wz,dx,dy,dz,tot,sel,cols,collision,cdens,radius,vx,vy,vz,px,py,pz
1,1,1,2065409,1,1,2065408,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2081793,1,1,2081792,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2098177,1,1,2098176,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2114561,1,1,2114560,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2130945,1,1,2130944,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2147329,1,1,2147328,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2163713,1,1,2163712,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2180097,1,1,2180096,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2196481,1,1,2196480,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2212865,1,1,2212864,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2229249,1,1,2229248,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2245633,1,1,2245632,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2262017,1,1,2262016,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2278401,1,1,2278400,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2294785,1,1,2294784,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2311169,1,1,2311168,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2327553,1,1,2327552,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2343937,1,1,2343936,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2360321,1,1,2360320,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2376705,1,1,2376704,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2393089,1,1,2393088,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2409473,1,1,2409472,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2425857,1,1,2425856,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2442241,1,1,2442240,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2458625,1,1,2458624,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2475009,1,1,2475008,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2491393,1,1,2491392,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2507777,1,1,2507776,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2524161,1,1,2524160,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2540545,1,1,2540544,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2556929,1,1,2556928,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2573313,1,1,2573312,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2589697,1,1,2589696,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2606081,1,1,2606080,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2622465,1,1,2622464,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2638849,1,1,2638848,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2655233,1,1,2655232,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2671617,1,1,2671616,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2688001,1,1,2688000,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2704385,1,1,2704384,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2720769,1,1,2720768,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2737153,1,1,2737152,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2753537,1,1,2753536,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2769921,1,1,2769920,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2786305,1,1,2786304,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2802689,1,1,2802688,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2819073,1,1,2819072,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2835457,1,1,2835456,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2851841,1,1,2851840,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2868225,1,1,2868224,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2884609,1,1,2884608,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2900993,1,1,2900992,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2917377,1,1,2917376,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2933761,1,1,2933760,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2950145,1,1,2950144,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2966529,1,1,2966528,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2982913,1,1,2982912,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,2999297,1,1,2999296,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3015681,1,1,3015680,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3032065,1,1,3032064,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3048449,1,1,3048448,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3064833,1,1,3064832,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3081217,1,1,3081216,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3097601,1,1,3097600,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3113985,1,1,3113984,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3130369,1,1,3130368,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3146753,1,1,3146752,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3163137,1,1,3163136,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3179521,1,1,3179520,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3195905,1,1,3195904,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3212289,1,1,3212288,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3228673,1,1,3228672,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3245057,1,1,3245056,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3261441,1,1,3261440,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3277825,1,1,3277824,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3294209,1,1,3294208,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3310593,1,1,3310592,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3326977,1,1,3326976,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3343361,1,1,3343360,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3359745,1,1,3359744,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3376129,1,1,3376128,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3392513,1,1,3392512,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3408897,1,1,3408896,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3425281,1,1,3425280,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3441665,1,1,3441664,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3458049,1,1,3458048,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3474433,1,1,3474432,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3490817,1,1,3490816,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3507201,1,1,3507200,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3523585,1,1,3523584,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3539969,1,1,3539968,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3556353,1,1,3556352,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3572737,1,1,3572736,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3589121,1,1,3589120,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3605505,1,1,3605504,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3621889,1,1,3621888,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3638273,1,1,3638272,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3654657,1,1,3654656,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3671041,1,1,3671040,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3687425,1,1,3687424,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3703809,1,1,3703808,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3720193,1,1,3720192,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3736577,1,1,3736576,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3752961,1,1,3752960,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3769345,1,1,3769344,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3785729,1,1,3785728,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3802113,1,1,3802112,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3818497,1,1,3818496,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3834881,1,1,3834880,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3851265,1,1,3851264,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3867649,1,1,3867648,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3884033,1,1,3884032,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3900417,1,1,3900416,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3916801,1,1,3916800,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3933185,1,1,3933184,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3949569,1,1,3949568,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3965953,1,1,3965952,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3982337,1,1,3982336,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,3998721,1,1,3998720,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4015105,1,1,4015104,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4031489,1,1,4031488,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4047873,1,1,4047872,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4064257,1,1,4064256,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4080641,1,1,4080640,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4097025,1,1,4097024,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4113409,1,1,4113408,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4129793,1,1,4129792,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4146177,1,1,4146176,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4162561,1,1,4162560,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4178945,1,1,4178944,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4195329,1,1,4195328,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4211713,1,1,4211712,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4228097,1,1,4228096,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4244481,1,1,4244480,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4260865,1,1,4260864,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4277249,1,1,4277248,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4293633,1,1,4293632,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4310017,1,1,4310016,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4326401,1,1,4326400,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4342785,1,1,4342784,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4359169,1,1,4359168,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4375553,1,1,4375552,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4391937,1,1,4391936,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4408321,1,1,4408320,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4424705,1,1,4424704,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4441089,1,1,4441088,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4457473,1,1,4457472,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4473857,1,1,4473856,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4490241,1,1,4490240,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4506625,1,1,4506624,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4523009,1,1,4523008,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4539393,1,1,4539392,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4555777,1,1,4555776,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4572161,1,1,4572160,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4588545,1,1,4588544,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4604929,1,1,4604928,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4621313,1,1,4621312,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4637697,1,1,4637696,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4654081,1,1,4654080,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4670465,1,1,4670464,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4686849,1,1,4686848,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4703233,1,1,4703232,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4719617,1,1,4719616,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4736001,1,1,4736000,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4752385,1,1,4752384,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4768769,1,1,4768768,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4785153,1,1,4785152,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4801537,1,1,4801536,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4817921,1,1,4817920,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4834305,1,1,4834304,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4850689,1,1,4850688,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4867073,1,1,4867072,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4883457,1,1,4883456,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4899841,1,1,4899840,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4916225,1,1,4916224,,15,0,0.5,0.2,0,0,0,0,0,0
