P,t,vx,vy,pen_factor,v_mag,cvmag,v_ang,vrel,v_collx,vcolly
1,0.1710,1.0003,-0.0000,0.0000,1.0003,0.7500,6.2832,0.0000,0.0000
1,0.1740,1.0003,-0.0000,0.0000,1.0003,0.7500,6.2832,0.0000,0.0000
1,0.1770,1.0003,-0.0000,0.0000,1.0003,0.7500,6.2832,0.0000,0.0000
1,0.1800,1.0003,-0.0000,0.0000,1.0003,0.7500,6.2832,0.0000,0.0000
1,0.1830,1.0003,-0.0000,0.0000,1.0003,0.7500,6.2832,0.0000,0.0000
1,0.1860,1.0003,-0.0000,0.0000,1.0003,0.7500,6.2832,0.0000,0.0000
1,0.1890,1.0003,-0.0000,0.0000,1.0003,0.7500,6.2832,0.0000,0.0000
1,0.1920,1.0003,-0.0000,0.0000,1.0003,0.7500,6.2832,0.0000,0.0000
1,0.1950,1.0003,-0.0000,0.0000,1.0003,0.7500,6.2832,0.0000,0.0000
1,0.1980,1.0003,-0.0000,0.0000,1.0003,0.7500,6.2832,0.0000,0.0000
1,0.2010,1.0003,-0.0000,0.0000,1.0003,0.7500,6.2832,0.0000,0.0000
1,0.2040,1.0003,-0.0000,0.0000,1.0003,0.7500,6.2832,0.0000,0.0000
